Water_Chloroform
8/31/2021 3:59 PM
Time [s]	ST [mN/m]	Volume [μl]
2807.70	23.64	5.51
2809.86	23.62	5.52
2812.02	23.64	5.51
2814.18	23.79	5.51
2816.34	18.38	5.73
2818.50	23.62	5.51
2820.66	23.92	5.51
2822.82	23.61	5.51
2824.98	23.78	5.51
2827.14	23.59	5.51
2829.30	23.67	5.51
2831.46	23.96	5.51
2833.62	23.88	5.51
2835.78	23.86	5.50
2837.94	23.54	5.50
2840.10	23.73	5.50
2842.26	23.67	5.50
2844.42	23.78	5.50
2846.58	23.67	5.50
2848.74	23.87	5.50
2850.90	23.82	5.50
2853.06	 	 
2855.22	23.71	5.50
2857.38	23.67	5.50
2859.54	23.74	5.50
2861.70	23.59	5.50
2863.86	23.52	5.50
2866.02	23.59	5.50
2868.18	23.71	5.50
2870.34	23.59	5.50
2872.50	23.62	5.50
2874.66	23.71	5.50
2876.82	23.80	5.50
2878.98	23.67	5.50
2881.14	23.87	5.50
2883.29	23.82	5.50
2885.45	23.73	5.50
2887.61	23.92	5.50
2889.77	23.60	5.50
2891.93	23.86	5.50
2894.09	23.69	5.50
2896.25	23.71	5.50
2898.41	23.85	5.49
2900.57	23.80	5.49
2902.73	23.92	5.49
2904.89	23.74	5.49
2907.05	23.78	5.49
2909.21	23.73	5.49
2911.37	23.85	5.49
2913.53	23.66	5.49
2915.69	23.62	5.49
2917.85	23.67	5.49
2920.01	23.65	5.49
2922.17	23.79	5.49
2924.33	23.67	5.49
2926.49	23.76	5.49
2928.65	23.71	5.49
2930.81	23.78	5.49
2932.97	23.81	5.48
2935.13	23.98	5.49
2937.29	23.68	5.49
2939.45	23.76	5.49
2941.61	23.80	5.48
2943.77	23.57	5.48
2945.93	23.61	5.48
2948.09	23.61	5.48
2950.25	23.62	5.48
2952.41	23.65	5.48
2954.57	23.60	5.48
2956.73	23.57	5.48
2958.89	23.56	5.48
2961.05	23.66	5.48
2963.21	23.64	5.48
2965.37	23.70	5.48
2967.53	23.55	5.48
2969.69	23.77	5.48
2971.85	23.60	5.48
2974.01	23.55	5.48
2976.17	23.64	5.47
2978.32	23.61	5.47
2980.48	23.60	5.47
2982.64	23.63	5.47
2984.80	23.64	5.47
2986.96	23.61	5.48
2989.12	23.61	5.47
2991.28	23.62	5.47
2993.44	23.74	5.47
2995.60	23.56	5.47
2997.76	23.66	5.47
2999.92	23.63	5.47
3002.08	23.64	5.47
3004.24	23.63	5.47
3006.40	23.67	5.47
3008.56	23.68	5.47
3010.72	23.75	5.47
3012.88	23.59	5.47
3015.04	23.58	5.47
3017.20	23.49	5.47
3019.36	23.47	5.47
3021.52	23.68	5.47
3023.68	23.66	5.47
3025.84	23.63	5.47
3028.00	23.67	5.47
3030.16	23.68	5.47
3032.32	23.59	5.47
3034.48	23.64	5.47
3036.64	23.63	5.47
3038.80	23.56	5.47
3040.96	23.61	5.47
3043.12	23.60	5.46
3045.28	23.62	5.46
3047.44	23.61	5.46
3049.60	23.73	5.46
3051.76	23.54	5.46
3053.92	23.54	5.46
3056.08	23.53	5.46
3058.24	23.55	5.46
3060.40	23.63	5.46
3062.56	23.39	5.46
3064.72	23.71	5.46
3066.88	23.75	5.46
3069.04	23.53	5.46
3071.20	23.65	5.46
3073.35	23.80	5.46
3075.51	23.51	5.46
3077.67	23.65	5.46
3079.83	23.48	5.46
3081.99	23.47	5.46
3084.15	23.67	5.46
3086.31	23.58	5.45
3088.47	23.65	5.45
3090.63	23.51	5.45
3092.79	23.56	5.45
3094.95	23.47	5.45
3097.11	23.58	5.45
3099.27	23.54	5.45
3101.43	23.48	5.45
3103.59	23.54	5.45
3105.75	23.46	5.45
3107.91	23.56	5.45
3110.07	23.53	5.45
3112.23	23.53	5.45
3114.39	23.48	5.45
3116.55	23.62	5.45
3118.71	23.57	5.45
3120.87	23.53	5.45
3123.03	23.48	5.45
3125.19	23.54	5.45
3127.35	23.59	5.44
3129.51	23.55	5.44
3131.67	23.58	5.45
3133.83	23.49	5.45
3135.99	23.72	5.45
3138.15	23.52	5.45
3140.31	23.47	5.45
3142.47	23.56	5.45
3144.63	23.40	5.45
3146.79	23.56	5.45
3148.95	23.47	5.45
3151.11	23.61	5.45
3153.27	23.58	5.45
3155.43	23.72	5.44
3157.59	23.44	5.44
3159.75	23.63	5.44
3161.91	23.52	5.44
3164.07	23.53	5.44
3166.22	23.48	5.44
3168.38	23.55	5.45
3170.54	23.57	5.44
3172.70	23.47	5.45
3174.86	23.55	5.45
3177.02	23.50	5.44
3179.18	23.48	5.44
3181.34	23.41	5.44
3183.50	23.56	5.44
3185.66	23.51	5.44
3187.82	23.59	5.44
3189.98	23.54	5.43
3192.14	23.50	5.43
3194.30	23.60	5.44
3196.46	23.27	5.44
3198.62	23.57	5.44
3200.78	23.48	5.44
3202.94	23.47	5.44
3205.10	23.54	5.44
3207.26	23.67	5.44
3209.42	23.42	5.43
3211.58	23.59	5.44
3213.74	23.60	5.43
3215.90	23.44	5.43
3218.06	23.53	5.43
3220.22	23.43	5.43
3222.38	23.52	5.43
3224.54	23.43	5.43
3226.70	23.64	5.43
3228.86	23.42	5.43
3231.02	23.49	5.43
3233.18	23.47	5.43
3235.34	23.38	5.43
3237.50	23.59	5.43
3239.66	23.44	5.43
3241.82	23.61	5.43
3243.98	23.39	5.43
3246.14	23.56	5.43
3248.30	23.46	5.43
3250.46	23.57	5.43
3252.62	23.46	5.43
3254.78	23.46	5.43
3256.94	23.47	5.43
3259.10	23.50	5.42
3261.25	23.55	5.43
3263.41	23.39	5.42
3265.57	23.61	5.42
3267.73	23.53	5.42
3269.89	23.41	5.42
3272.05	23.47	5.42
3274.21	23.65	5.42
3276.37	23.44	5.43
3278.53	23.55	5.42
3280.69	23.59	5.42
3282.85	23.45	5.42
3285.01	23.63	5.42
3287.17	23.45	5.42
3289.33	23.61	5.42
3291.49	23.41	5.42
3293.65	23.69	5.42
3295.81	23.40	5.42
3297.97	23.51	5.42
3300.13	23.49	5.42
3302.29	23.50	5.42
3304.45	23.51	5.42
3306.61	23.43	5.42
3308.77	23.63	5.41
3310.93	23.40	5.42
3313.09	23.62	5.42
3315.25	23.37	5.42
3317.41	23.58	5.41
3319.57	23.36	5.42
3321.73	23.43	5.41
3323.89	23.60	5.41
3326.05	23.46	5.42
3328.21	23.52	5.42
3330.37	23.57	5.42
3332.53	23.59	5.42
3334.69	23.33	5.42
3336.85	23.65	5.41
3339.01	23.42	5.41
3341.17	23.48	5.41
3343.33	23.46	5.41
3345.49	23.53	5.42
3347.65	23.54	5.42
3349.81	23.44	5.41
3351.97	23.42	5.41
3354.13	23.43	5.41
3356.28	23.47	5.41
3358.44	23.34	5.41
3360.60	23.51	5.41
3362.76	23.49	5.41
3364.92	23.48	5.41
3367.08	23.45	5.41
3369.24	23.43	5.41
3371.40	23.53	5.41
